Samples	SBS1	SBS2	SBS3	SBS5	SBS10b	SBS12	SBS16	SBS17a	SBS17b	SBS32	SBS48	SBS85	SBS96D	SBS96H
external_short_Flavi_NS4B_3_internal_1	71	0	0	308	0	0	256	0	0	0	0	0	0	232
external_short_Flavi_NS4B_3_internal_2	75	0	0	225	0	255	126	0	0	0	0	0	0	0
external_short_Flavi_NS4B_3_internal_3	50	0	0	219	0	187	0	0	0	0	0	0	0	201
external_short_Flavi_NS4B_3_internal_4	31	27	0	72	0	101	0	0	0	0	0	0	0	108
external_short_Flavi_NS5B_1_Mammalia_1	44	43	0	134	0	136	54	0	0	0	0	0	0	87
external_short_Flavi_NS5B_1_internal_1	54	0	0	236	55	146	78	0	0	0	0	0	0	125
external_short_Flavi_NS5B_1_internal_2	49	0	0	3	0	185	114	0	0	112	0	0	0	0
external_short_Flavi_PREM_3_Homo_sapiens_1	26	0	0	0	0	265	116	0	0	120	0	0	0	0
external_short_Flavi_PREM_3_internal_1	21	0	0	272	0	0	203	0	0	0	0	0	0	400
external_short_Flavi_PREM_3_internal_2	17	0	0	106	0	208	0	0	0	0	0	0	0	189
external_short_Hanta_N_1_Mammalia_1	31	34	0	36	53	160	0	0	0	62	0	0	0	0
external_short_Hanta_N_1_internal_1	105	0	0	195	189	212	0	0	0	0	0	0	0	0
external_short_Hanta_N_1_internal_2	37	0	0	52	170	212	0	0	0	107	0	0	0	0
external_short_Human_orthorubulavirus_2_Human_1	14	0	0	271	0	0	0	0	0	0	0	84	0	0
external_short_InfluenzaAvirus_h3n2__Human_1	11	0	0	84	58	189	0	0	0	184	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_10	5	0	0	34	62	272	0	0	0	210	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_11	8	0	0	55	0	233	0	0	0	175	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_12	4	0	0	158	40	146	0	0	0	163	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_13	11	0	0	51	0	206	0	0	0	213	0	0	0	119
external_short_InfluenzaAvirus_h3n2__Human_14	32	0	0	78	0	245	0	0	0	122	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_15	25	39	0	87	0	202	0	0	0	120	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_16	38	0	0	20	0	255	0	0	0	196	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_17	21	0	0	184	0	152	0	0	0	154	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_18	0	0	0	135	40	165	0	0	0	176	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_19	4	0	0	148	0	197	0	0	0	154	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_2	3	0	0	401	63	0	0	0	0	0	0	0	0	114
external_short_InfluenzaAvirus_h3n2__Human_20	19	0	0	102	0	197	0	0	0	174	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_21	27	0	0	82	65	244	0	0	0	109	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_22	37	0	0	187	0	164	0	0	0	110	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_23	27	0	0	116	0	253	0	0	0	102	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_24	15	0	0	218	42	156	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_25	15	0	0	52	61	234	0	0	0	128	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_26	14	0	0	108	40	204	0	0	0	106	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_27	41	0	0	110	0	231	0	0	0	199	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_28	11	0	0	111	48	257	0	0	0	186	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_29	9	0	0	148	0	199	0	0	0	143	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_3	2	0	0	297	0	0	0	0	0	120	30	0	0	91
external_short_InfluenzaAvirus_h3n2__Human_30	18	0	0	116	36	186	0	0	0	153	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_31	30	0	0	151	0	212	0	0	0	107	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_32	20	0	0	120	44	199	0	0	0	109	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_33	19	0	0	127	35	132	79	0	0	120	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_34	25	0	0	70	53	197	0	0	0	136	28	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_35	33	0	0	61	57	251	0	0	0	110	29	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_36	7	30	0	86	55	219	0	0	0	113	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_37	14	0	0	194	0	165	0	0	0	143	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_38	6	0	0	171	40	194	0	0	0	116	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_39	16	0	0	93	60	235	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_4	29	0	0	191	0	150	0	0	0	184	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_40	6	0	0	189	0	130	0	0	0	154	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_41	32	0	0	92	0	270	0	0	0	157	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_42	4	0	0	155	45	176	0	0	0	121	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_43	13	0	0	144	61	199	0	0	0	115	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_44	9	0	0	95	66	272	0	0	0	112	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_45	12	0	0	79	53	249	0	0	0	117	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_46	13	0	0	122	47	229	0	0	0	133	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_47	35	0	0	52	0	334	0	0	0	179	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_48	12	0	0	131	58	173	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_49	12	0	0	382	0	0	0	0	0	0	0	0	0	111
external_short_InfluenzaAvirus_h3n2__Human_5	0	0	0	292	0	0	0	0	0	110	34	0	0	113
external_short_InfluenzaAvirus_h3n2__Human_50	6	0	0	83	49	289	0	0	0	201	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_51	43	0	0	95	0	233	0	0	0	141	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_52	28	0	0	83	54	204	0	0	0	140	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_53	27	0	0	239	0	182	0	0	0	159	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_54	15	0	0	77	48	205	0	0	0	182	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_55	4	0	0	132	50	191	0	0	0	152	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_56	21	0	0	140	0	230	0	0	0	116	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_57	19	0	0	222	0	176	0	0	0	77	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_58	12	0	0	129	57	178	0	0	0	153	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_59	49	0	0	128	0	189	0	0	0	138	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_6	6	0	0	170	59	182	0	0	0	172	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_60	23	0	0	198	0	185	0	0	0	118	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_61	0	0	0	405	0	0	0	0	0	0	0	0	0	135
external_short_InfluenzaAvirus_h3n2__Human_62	26	0	0	155	0	233	0	0	0	154	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_63	27	0	0	101	0	247	0	0	0	178	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_64	9	0	0	203	0	154	0	0	0	119	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_65	11	0	0	209	37	148	0	0	0	123	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_66	8	0	0	101	33	207	0	0	0	132	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_67	16	0	0	0	44	217	0	0	0	188	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_68	23	0	0	163	0	140	0	0	0	120	0	0	67	0
external_short_InfluenzaAvirus_h3n2__Human_69	26	0	0	41	0	260	0	0	0	193	0	0	55	0
external_short_InfluenzaAvirus_h3n2__Human_7	7	0	0	179	0	148	0	0	0	193	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_70	71	0	0	94	0	146	0	0	0	135	0	0	0	100
external_short_InfluenzaAvirus_h3n2__Human_71	38	0	0	45	0	196	0	0	0	200	0	0	75	0
external_short_InfluenzaAvirus_h3n2__Human_72	15	0	0	111	0	194	0	0	0	184	0	0	80	0
external_short_InfluenzaAvirus_h3n2__Human_73	14	0	0	170	0	135	0	0	0	60	0	0	52	82
external_short_InfluenzaAvirus_h3n2__Human_74	37	0	0	154	41	219	0	0	0	141	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_75	73	0	0	51	0	235	0	0	0	173	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_76	41	0	0	18	52	239	0	0	0	178	0	0	70	0
external_short_InfluenzaAvirus_h3n2__Human_77	33	0	0	0	0	229	0	0	0	182	0	0	88	0
external_short_InfluenzaAvirus_h3n2__Human_78	43	0	0	66	0	222	0	0	0	145	0	0	71	0
external_short_InfluenzaAvirus_h3n2__Human_79	84	0	0	103	0	200	0	0	0	169	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_8	8	0	0	20	44	247	0	0	0	176	29	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_80	42	0	0	0	57	225	0	0	0	161	0	0	85	0
external_short_InfluenzaAvirus_h3n2__Human_81	75	0	0	82	0	213	0	0	0	129	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_82	66	0	0	75	0	177	82	0	0	153	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_83	67	0	0	0	66	216	0	0	0	125	0	0	93	0
external_short_InfluenzaAvirus_h3n2__Human_84	65	0	0	76	0	219	0	0	0	203	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Human_85	67	0	0	16	0	231	0	0	0	150	0	0	75	0
external_short_InfluenzaAvirus_h3n2__Human_86	18	0	0	4	30	94	0	0	0	80	0	0	38	72
external_short_InfluenzaAvirus_h3n2__Human_9	6	0	0	169	57	237	0	0	0	100	0	0	0	0
external_short_InfluenzaAvirus_h3n2__Swine_1	2	0	0	0	54	218	122	0	0	166	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_1	12	0	0	272	0	183	0	0	0	133	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_10	83	0	0	21	0	261	0	0	0	115	0	0	110	0
external_short_InfluenzaAvirus_h3n2__internal_11	87	0	0	0	69	259	0	0	0	174	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_12	57	44	0	0	0	267	0	0	0	139	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_13	49	0	0	51	0	216	0	0	0	155	0	0	69	0
external_short_InfluenzaAvirus_h3n2__internal_14	81	0	0	95	0	268	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_15	35	0	0	12	44	234	0	0	0	148	0	0	81	0
external_short_InfluenzaAvirus_h3n2__internal_16	62	0	0	64	0	243	0	0	0	149	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_17	3	0	0	90	61	229	0	0	0	163	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_18	0	0	0	63	61	250	0	0	0	175	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_19	14	0	0	131	40	218	0	0	0	128	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_2	3	0	0	169	102	200	0	0	0	169	37	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_20	16	0	0	79	34	217	0	0	0	119	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_21	1	0	0	130	36	192	0	0	0	129	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_22	21	0	0	129	34	229	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_23	15	0	0	55	44	247	0	0	0	149	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_24	1	0	0	152	50	234	0	0	0	100	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_25	10	0	0	154	0	224	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_26	7	0	0	75	77	204	0	0	0	134	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_27	19	0	0	23	87	276	0	0	0	148	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_28	29	0	0	49	45	231	0	0	0	141	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_29	18	0	0	17	111	271	0	0	0	141	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_3	5	0	0	404	0	0	0	0	0	129	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_30	11	0	0	43	45	178	0	0	0	134	0	0	0	132
external_short_InfluenzaAvirus_h3n2__internal_31	10	0	0	102	0	272	0	0	0	139	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_32	15	0	0	34	44	155	0	0	0	135	0	0	0	123
external_short_InfluenzaAvirus_h3n2__internal_33	0	0	0	0	21	50	0	0	0	31	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_4	1	0	0	291	0	97	0	0	0	140	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_5	18	0	0	27	60	241	0	0	0	143	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_6	16	0	0	108	0	239	0	0	0	136	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_7	26	0	0	101	43	236	0	0	0	97	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_8	25	0	0	40	58	270	0	0	0	133	0	0	0	0
external_short_InfluenzaAvirus_h3n2__internal_9	44	0	0	25	56	249	0	0	0	167	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Anas_platyrhynchos_1	51	0	0	21	0	93	0	0	0	64	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Anas_sp._1	53	0	0	101	39	156	0	0	0	102	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Avian_1	61	46	0	68	0	194	0	0	0	158	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Avian_2	76	0	0	0	56	256	0	0	0	149	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Avian_3	81	45	0	2	0	218	0	0	0	183	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Avian_4	60	36	0	16	47	222	0	0	0	149	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Avian_5	41	0	0	33	0	186	0	0	0	171	0	0	54	0
external_short_InfluenzaAvirus_h5n1__Chicken_1	102	0	0	0	0	216	0	0	0	191	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Chicken_2	21	0	0	104	0	142	0	0	0	179	0	0	47	0
external_short_InfluenzaAvirus_h5n1__Chicken_3	76	0	0	135	0	184	0	0	0	151	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Chicken_4	11	0	0	254	0	107	0	0	0	126	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Chicken_5	58	0	0	172	0	197	0	0	0	162	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Chicken_6	67	0	0	41	0	173	0	0	0	117	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Cygnus_olor_1	31	0	0	51	0	0	0	17	0	47	0	0	0	38
external_short_InfluenzaAvirus_h5n1__Duck_1	43	0	0	80	50	193	0	0	0	150	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Duck_2	30	32	0	130	0	217	0	0	0	148	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Duck_3	29	0	0	145	38	175	0	0	0	140	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Environment_1	19	0	0	41	0	112	0	0	0	95	0	0	23	0
external_short_InfluenzaAvirus_h5n1__Gallus_gallus_1	63	0	0	44	43	105	0	0	0	105	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Gallus_gallus_domesticus_1	11	0	0	19	22	114	0	0	0	83	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Goose_1	55	0	0	14	0	180	0	0	0	206	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Gull_1	33	0	0	0	0	40	0	0	0	40	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Human_1	60	0	0	143	0	258	0	0	0	204	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Other_avian_1	41	0	0	207	0	136	0	0	0	134	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Other_avian_2	69	0	0	74	0	239	0	0	0	183	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Other_mammals_1	12	0	0	19	0	84	0	0	0	59	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Swan_1	10	0	0	0	24	46	0	0	0	54	0	0	0	0
external_short_InfluenzaAvirus_h5n1__Turkey_1	24	18	0	0	0	121	0	0	0	87	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_1	56	0	0	116	0	211	0	0	0	152	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_10	76	0	0	39	0	252	0	0	0	182	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_11	62	0	0	78	0	212	0	0	0	144	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_12	71	0	0	57	0	258	0	0	0	164	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_13	51	0	0	148	0	212	0	0	0	131	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_14	65	0	0	122	0	202	0	0	0	127	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_15	25	0	0	122	44	156	0	0	0	107	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_2	69	0	0	157	0	173	0	0	0	159	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_3	93	0	0	12	0	292	0	0	0	196	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_4	88	0	0	99	0	237	0	0	0	143	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_5	77	0	0	112	63	248	0	0	0	166	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_6	29	0	0	12	69	255	0	0	0	181	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_7	39	0	0	124	0	154	0	0	0	167	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_8	73	39	0	70	0	179	0	0	0	154	0	0	0	0
external_short_InfluenzaAvirus_h5n1__internal_9	48	39	0	0	0	242	0	0	0	189	0	0	0	0
external_short_Lyssavirus_rabies_Bat_1	54	0	0	890	0	0	0	0	0	0	0	0	0	225
external_short_Lyssavirus_rabies_Cat_1	18	0	0	183	0	199	0	0	0	74	0	0	0	0
external_short_Lyssavirus_rabies_Cow_1	34	0	0	174	0	365	0	0	0	102	0	0	0	0
external_short_Lyssavirus_rabies_Cow_2	0	0	0	62	0	0	37	21	0	0	0	0	0	75
external_short_Lyssavirus_rabies_Dog_1	34	0	0	343	0	146	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Dog_2	83	0	0	247	0	458	0	0	0	114	0	0	0	0
external_short_Lyssavirus_rabies_Dog_3	36	0	0	356	0	164	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Dog_4	33	0	0	230	0	267	0	0	0	82	0	0	0	0
external_short_Lyssavirus_rabies_Dog_5	41	0	0	146	0	293	0	0	0	95	0	0	0	0
external_short_Lyssavirus_rabies_Dog_6	59	0	0	440	0	236	0	0	0	0	0	0	0	132
external_short_Lyssavirus_rabies_Dog_7	29	0	0	405	0	167	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Dog_8	25	0	0	550	0	0	0	80	0	0	0	0	0	168
external_short_Lyssavirus_rabies_Dog_9	16	0	0	293	0	0	0	0	0	0	0	0	0	80
external_short_Lyssavirus_rabies_Fox_1	41	0	0	268	0	429	102	0	0	127	0	0	0	0
external_short_Lyssavirus_rabies_Fox_2	23	0	0	322	0	200	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Fox_3	57	0	0	148	0	249	0	0	0	84	0	0	0	0
external_short_Lyssavirus_rabies_Fox_4	2	0	0	151	0	0	0	16	0	0	0	0	17	0
external_short_Lyssavirus_rabies_Goat_1	10	0	0	40	14	48	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Human_1	36	0	0	288	0	142	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Human_2	13	0	0	40	0	98	0	0	0	54	0	0	0	0
external_short_Lyssavirus_rabies_Jackal_1	42	0	0	93	0	182	0	0	0	48	0	0	0	0
external_short_Lyssavirus_rabies_Mouse_1	17	0	0	54	0	227	0	0	0	72	0	0	0	0
external_short_Lyssavirus_rabies_Raccoon_1	146	0	0	727	0	1030	0	0	0	340	0	0	0	0
external_short_Lyssavirus_rabies_Raccoon_2	35	0	0	348	0	183	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Raccoon_3	5	0	0	125	0	0	0	19	0	0	0	66	0	0
external_short_Lyssavirus_rabies_Raccoon_4	37	0	0	352	0	221	0	0	0	81	0	0	0	0
external_short_Lyssavirus_rabies_Raccoon_5	8	0	0	87	0	0	37	0	0	0	0	0	0	47
external_short_Lyssavirus_rabies_Raccoon_Dog_1	6	0	0	50	0	126	0	0	0	27	0	0	0	0
external_short_Lyssavirus_rabies_Red_Fox_1	18	0	0	396	0	0	0	0	0	0	0	0	0	105
external_short_Lyssavirus_rabies_Red_Fox_2	27	0	0	156	0	153	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Skunk_1	29	0	0	199	0	248	0	0	0	89	0	0	0	0
external_short_Lyssavirus_rabies_Skunk_2	39	0	0	83	0	274	86	0	0	124	0	0	0	0
external_short_Lyssavirus_rabies_Skunk_3	51	0	0	107	42	242	0	0	0	87	0	0	0	0
external_short_Lyssavirus_rabies_Skunk_4	16	0	0	174	0	73	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_Wolf_1	14	0	0	43	0	125	0	0	0	39	0	0	0	0
external_short_Lyssavirus_rabies_internal_1	24	0	0	133	0	229	0	0	0	59	0	108	0	0
external_short_Lyssavirus_rabies_internal_10	47	0	0	319	0	328	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_internal_11	94	0	0	528	0	650	0	0	0	199	0	0	0	0
external_short_Lyssavirus_rabies_internal_12	71	0	0	369	0	239	0	0	0	0	0	0	0	169
external_short_Lyssavirus_rabies_internal_13	26	0	0	74	42	305	0	0	0	97	0	0	0	0
external_short_Lyssavirus_rabies_internal_14	75	0	0	307	0	445	0	0	0	164	0	0	0	0
external_short_Lyssavirus_rabies_internal_15	71	0	0	341	0	560	0	0	0	138	0	0	0	0
external_short_Lyssavirus_rabies_internal_16	49	0	0	307	0	198	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_internal_17	28	0	0	203	0	156	0	0	0	0	0	0	52	158
external_short_Lyssavirus_rabies_internal_18	40	0	0	129	0	344	0	0	0	86	0	0	0	0
external_short_Lyssavirus_rabies_internal_19	47	0	0	328	97	534	0	0	0	146	0	0	0	0
external_short_Lyssavirus_rabies_internal_2	44	0	0	265	0	338	0	0	0	91	0	0	0	0
external_short_Lyssavirus_rabies_internal_20	43	0	0	343	0	208	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_internal_21	51	0	0	105	0	309	0	0	0	100	0	0	0	0
external_short_Lyssavirus_rabies_internal_22	28	0	0	0	48	288	107	0	0	110	0	0	0	0
external_short_Lyssavirus_rabies_internal_23	19	0	0	157	0	199	0	0	0	65	0	0	0	0
external_short_Lyssavirus_rabies_internal_24	36	0	0	130	0	138	0	0	0	42	0	0	0	0
external_short_Lyssavirus_rabies_internal_3	28	0	0	39	48	342	0	0	0	123	0	0	0	0
external_short_Lyssavirus_rabies_internal_4	32	0	0	190	0	222	0	0	0	85	0	0	0	0
external_short_Lyssavirus_rabies_internal_5	49	0	0	177	0	254	0	0	0	85	0	0	0	0
external_short_Lyssavirus_rabies_internal_6	195	0	0	1441	0	877	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_internal_7	33	0	0	305	0	190	0	0	0	0	0	0	0	0
external_short_Lyssavirus_rabies_internal_8	75	0	0	168	0	408	0	0	0	141	0	0	0	0
external_short_Lyssavirus_rabies_internal_9	22	0	0	171	0	254	0	0	0	87	0	0	0	0
external_short_Lyssavirus_rabies_red_fox_1	3	0	0	52	0	38	0	0	0	13	0	0	0	0
external_short_Monkeypox_virus_Chimpanzee_2	0	0	0	551	0	0	0	0	0	0	0	110	0	0
external_short_Monkeypox_virus_Human_1	29	72	0	90	39	0	0	0	0	0	0	0	0	0
external_short_Monkeypox_virus_internal_1	82	0	0	954	0	0	0	0	0	0	0	0	0	0
external_short_Monkeypox_virus_internal_2	20	0	0	293	0	0	0	0	0	72	0	0	0	0
external_short_Monkeypox_virus_internal_3	36	0	0	228	40	0	0	0	0	0	0	0	0	0
external_short_Mumps_orthorubulavirus_Human_1	19	0	0	547	0	0	0	0	0	0	0	0	0	0
external_short_Mumps_orthorubulavirus_Human_2	50	0	0	321	0	278	0	0	0	0	0	0	0	0
external_short_Mumps_orthorubulavirus_Human_3	11	0	0	80	0	175	0	0	0	108	0	0	0	0
external_short_Mumps_orthorubulavirus_Human_4	31	0	0	144	0	151	0	0	0	88	0	0	0	0
external_short_Mumps_orthorubulavirus_internal_1	47	0	0	160	0	281	0	59	0	123	0	0	0	0
external_short_Mumps_orthorubulavirus_internal_2	39	0	0	172	35	206	0	0	0	78	0	0	0	0
external_short_Mumps_orthorubulavirus_internal_3	19	0	0	509	0	0	0	0	0	0	0	0	0	0
external_short_Mumps_orthorubulavirus_internal_4	39	0	0	178	40	266	0	0	0	123	0	0	0	0
external_short_Mumps_orthorubulavirus_internal_5	12	0	0	252	0	0	0	0	0	0	0	0	0	0
external_short_Orthomyxo_infA_HA_internal_1	59	0	0	63	0	55	0	0	0	71	0	0	0	66
external_short_Orthomyxo_infA_M1_internal_1	6	0	0	33	0	0	137	0	0	39	0	0	0	57
external_short_Orthomyxo_infA_NA_internal_1	73	0	0	169	0	207	0	0	0	124	0	0	0	0
external_short_Orthomyxo_infA_NP_internal_1	11	0	0	287	0	0	0	0	0	0	0	0	0	166
external_short_Orthomyxo_infA_NS1_internal_1	0	0	0	22	0	106	0	0	0	48	0	0	0	0
external_short_Orthomyxo_infA_NS2_internal_1	4	0	0	0	0	37	0	0	0	55	0	0	0	0
external_short_Orthomyxo_infA_PA-N182_internal_1	88	0	0	0	59	278	0	0	0	165	0	0	0	0
external_short_Orthomyxo_infA_PA-X_internal_1	37	0	0	53	0	175	0	0	0	108	0	0	0	183
external_short_Orthomyxo_infA_PA_internal_1	65	0	0	13	71	375	0	0	0	209	0	0	0	0
external_short_Orthomyxo_infA_PB1-N40_internal_1	29	0	0	51	58	325	0	0	0	284	0	0	0	0
external_short_Orthomyxo_infA_PB1_internal_1	86	0	0	0	67	358	0	0	0	258	0	0	0	0
external_short_Orthomyxo_infA_PB2_internal_1	54	0	0	108	0	195	0	0	0	110	0	0	0	108
external_short_Orthomyxo_infA_PB2_internal_2	28	0	0	85	23	100	0	0	0	0	0	0	0	0
external_short_Orthomyxo_infB_M1_internal_1	0	0	0	38	0	65	33	0	0	24	0	0	0	0
external_short_Orthomyxo_infB_NA_internal_1	0	26	0	0	0	109	81	0	0	84	0	0	52	0
